code,event,participants
ISL,Athletics Men's 400 metres Hurdles,1

ASA,Judo Women's Half-Middleweight,1

ASA,Weightlifting Men's Middle-Heavyweight,3

ASA,Athletics Men's 100 metres,5

ASA,Weightlifting Men's Light-Heavyweight,1

ASA,Athletics Men's Marathon,1

ASA,Swimming Women's 50 metres Freestyle,1

ASA,Swimming Women's 100 metres Freestyle,1

ASA,Swimming Men's 50 metres Freestyle,2

ASA,Bobsleigh Men's Two,2

ASA,Weightlifting Men's Heavyweight,1

ASA,Athletics Men's Shot Put,1

ASA,Judo Men's Half-Heavyweight,1

ASA,Sailing Mixed Two Person Keelboat,2

ASA,Athletics Women's 100 metres,1

ASA,Boxing Men's Welterweight,1

ASA,Boxing Men's Light-Middleweight,2

ASA,Boxing Men's Light-Heavyweight,2

ASA,Athletics Women's Shot Put,1

ASA,Athletics Women's Hammer Throw,2

ASA,"Wrestling Men's Light-Heavyweight, Freestyle",1

ASA,"Wrestling Men's Heavyweight, Freestyle",1

ASA,Weightlifting Men's Super-Heavyweight,1

ASA,Weightlifting Men's Heavyweight II,1

ASA,Archery Men's Individual,1

ASA,Judo Men's Lightweight,1

SAM,Swimming Women's 100 metres Backstroke,1

SAM,Athletics Women's Javelin Throw,3

SAM,Boxing Men's Light-Middleweight,2

SAM,Boxing Men's Middleweight,4

SAM,Boxing Men's Light-Welterweight,2

SAM,"Canoeing Men's Kayak Singles, 500 metres",1

SAM,"Canoeing Men's Kayak Singles, 1,000 metres",1

SAM,"Canoeing Men's Canadian Singles, 200 metres",1

SAM,"Canoeing Men's Canadian Singles, 1,000 metres",1

SAM,"Canoeing Women's Kayak Singles, 200 metres",1

SAM,"Canoeing Women's Kayak Singles, 500 metres",1

SAM,Taekwondo Women's Heavyweight,1

SAM,Athletics Men's 800 metres,1

SAM,Athletics Men's 200 metres,1

SAM,Boxing Men's Heavyweight,3

SAM,Boxing Men's Bantamweight,1

SAM,Athletics Men's 110 metres Hurdles,1

SAM,Athletics Men's Shot Put,2

SAM,Weightlifting Men's Middle-Heavyweight,1

SAM,Weightlifting Men's Featherweight,2

SAM,"Wrestling Men's Middleweight, Greco-Roman",1

SAM,"Wrestling Men's Welterweight, Freestyle",1

SAM,Boxing Men's Light-Heavyweight,3

SAM,Weightlifting Men's Middleweight,3

SAM,Archery Men's Individual,1

SAM,Boxing Men's Welterweight,2

SAM,"Cycling Women's Road Race, Individual",1

SAM,Weightlifting Men's Light-Heavyweight,1

SAM,Weightlifting Men's Lightweight,1

SAM,Weightlifting Women's Super-Heavyweight,2

SAM,Weightlifting Women's Heavyweight,1

SAM,Athletics Men's Discus Throw,5

SAM,Swimming Men's 200 metres Freestyle,1

SAM,Weightlifting Men's Heavyweight I,2

SAM,Judo Men's Lightweight,2

SAM,"Wrestling Men's Heavyweight, Freestyle",1

SAM,Judo Men's Heavyweight,1

SAM,Boxing Men's Featherweight,1

SAM,Taekwondo Men's Heavyweight,1

SAM,Archery Women's Individual,1

RWA,Swimming Women's 50 metres Freestyle,2

RWA,Athletics Men's 400 metres,2

RWA,Athletics Men's 400 metres Hurdles,1

RWA,"Cycling Men's Mountainbike, Cross-Country",2

RWA,"Athletics Men's 10,000 metres",5

RWA,Athletics Men's Marathon,7

RWA,Swimming Women's 100 metres Breaststroke,2

RWA,Swimming Men's 50 metres Freestyle,5

RWA,"Cycling Men's Road Race, Individual",4

RWA,"Athletics Men's 5,000 metres",2

RWA,"Athletics Women's 1,500 metres",3

RWA,"Athletics Women's 3,000 metres",3

RWA,Athletics Women's Marathon,6

RWA,"Athletics Women's 10,000 metres",2

RWA,Athletics Women's 800 metres,1

RWA,"Athletics Men's 1,500 metres",5

RWA,Athletics Men's 800 metres,2

RWA,Swimming Women's 100 metres Butterfly,1

RWA,Judo Men's Lightweight,1

DMA,Swimming Women's 50 metres Freestyle,1

DMA,"Athletics Men's 1,500 metres",1

DMA,Athletics Women's 400 metres,1

DMA,Cross Country Skiing Men's 15 kilometres,1

DMA,Athletics Men's Triple Jump,2

DMA,Athletics Women's 200 metres,1

DMA,Athletics Men's 800 metres,1

DMA,Athletics Men's 400 metres,3

DMA,Athletics Men's 200 metres,2

DMA,Athletics Women's 100 metres,1

DMA,Athletics Women's 800 metres,2

DMA,Athletics Women's Triple Jump,1

DMA,Swimming Men's 50 metres Freestyle,2

HAI,Tennis Men's Singles,2

HAI,Athletics Men's 400 metres,5

HAI,Athletics Men's 800 metres,6

HAI,Athletics Men's Decathlon,1

HAI,Boxing Men's Light-Heavyweight,1

HAI,"Shooting Men's Free Rifle, Prone, 600 metres",4

HAI,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",5

HAI,Boxing Men's Welterweight,2

HAI,Judo Men's Heavyweight,2

HAI,"Wrestling Men's Middleweight, Freestyle",1

HAI,Athletics Men's High Jump,1

HAI,Athletics Men's Long Jump,3

HAI,Judo Men's Middleweight,2

HAI,"Athletics Men's 10,000 metres",2

HAI,Athletics Men's Marathon,5

HAI,"Fencing Men's Foil, Individual",1

HAI,Judo Men's Lightweight,4

HAI,Judo Women's Half-Lightweight,1

HAI,Athletics Men's 110 metres Hurdles,6

HAI,Swimming Men's 50 metres Freestyle,1

HAI,Athletics Women's 400 metres,3

HAI,Tennis Women's Singles,1

HAI,Athletics Men's 100 metres,8

HAI,Athletics Men's 200 metres,7

HAI,"Fencing Women's Foil, Individual",2

HAI,Athletics Women's 100 metres Hurdles,4

HAI,Athletics Women's 100 metres,3

HAI,Swimming Women's 50 metres Freestyle,1

HAI,Art Competitions Mixed Music,1

HAI,Rugby Men's Rugby,1

HAI,Boxing Men's Light-Welterweight,2

HAI,Judo Men's Half-Middleweight,2

HAI,Judo Men's Half-Lightweight,1

HAI,Judo Women's Lightweight,1

HAI,Boxing Men's Lightweight,1

HAI,Weightlifting Men's Featherweight,1

HAI,Weightlifting Men's Middle-Heavyweight,1

HAI,Athletics Men's Triple Jump,1

HAI,"Athletics Men's 5,000 metres",1

HAI,Judo Men's Half-Heavyweight,1

HAI,Taekwondo Women's Welterweight,1

HAI,Athletics Women's 200 metres,1

HAI,Athletics Women's Shot Put,1

HAI,"Athletics Men's 1,500 metres",1

HAI,Taekwondo Men's Heavyweight,1

HAI,Swimming Men's 100 metres Butterfly,1

HAI,"Fencing Men's Foil, Masters, Individual",1

HAI,"Fencing Men's epee, Masters, Individual",1

MLT,Archery Women's Individual,3

MLT,Swimming Men's 400 metres Freestyle,1

MLT,Sailing Mixed One Person Dinghy,4

MLT,Athletics Women's 100 metres,5

MLT,Athletics Men's 100 metres,8

MLT,"Shooting Women's Air Pistol, 10 metres",1

MLT,"Shooting Women's Sporting Pistol, 25 metres",1

MLT,Cycling Men's 100 kilometres Team Time Trial,11

MLT,Judo Women's Lightweight,2

MLT,Judo Women's Half-Middleweight,3

MLT,Athletics Women's 800 metres,2

MLT,Water Polo Men's Water Polo,18

MLT,Sailing Men's Windsurfer,3

MLT,"Cycling Men's Road Race, Individual",7

MLT,Athletics Women's 200 metres,1

MLT,Swimming Men's 100 metres Freestyle,4

MLT,Shooting Mixed Trap,5

MLT,Shooting Men's Double Trap,5

MLT,"Wrestling Men's Featherweight, Freestyle",1

MLT,Judo Men's Half-Lightweight,1

MLT,Sailing Mixed Windsurfer,1

MLT,Swimming Women's 100 metres Butterfly,2

MLT,"Athletics Women's 1,500 metres",1

MLT,Athletics Women's Marathon,1

MLT,Swimming Men's 100 metres Butterfly,1

MLT,"Wrestling Men's Flyweight, Freestyle",1

MLT,"Wrestling Men's Bantamweight, Freestyle",1

MLT,Shooting Men's Trap,4

MLT,Shooting Mixed Skeet,2

MLT,Weightlifting Men's Light-Heavyweight,1

MLT,Swimming Women's 50 metres Freestyle,3

MLT,Athletics Women's Javelin Throw,1

MLT,Alpine Skiing Women's Giant Slalom,1

MLT,Alpine Skiing Women's Slalom,1

MLT,Archery Men's Individual,1

MLT,Athletics Men's 200 metres,1

MLT,Sailing Mixed Two Person Keelboat,2

MLT,Swimming Women's 100 metres Freestyle,2

MLT,Swimming Women's 100 metres Backstroke,1

MLT,Swimming Men's 400 metres Individual Medley,1

MLT,Judo Men's Lightweight,2

MLT,"Wrestling Men's Lightweight, Freestyle",1

CYP,"Cycling Men's Road Race, Individual",1

CYP,Shooting Men's Skeet,12

CYP,Athletics Men's Decathlon,1

CYP,Shooting Women's Skeet,4

CYP,Athletics Men's Long Jump,1

CYP,Swimming Men's 200 metres Freestyle,2

CYP,Swimming Men's 100 metres Freestyle,5

CYP,Judo Men's Lightweight,2

CYP,Alpine Skiing Women's Giant Slalom,5

CYP,Alpine Skiing Women's Slalom,5

CYP,Alpine Skiing Men's Super G,5

CYP,Alpine Skiing Men's Giant Slalom,15

CYP,Alpine Skiing Men's Slalom,16

CYP,Athletics Women's 200 metres,6

CYP,"Cycling Men's Mountainbike, Cross-Country",1

CYP,"Athletics Women's 3,000 metres",1

CYP,"Athletics Women's 10,000 metres",2

CYP,Swimming Women's 100 metres Butterfly,4

CYP,Athletics Men's High Jump,5

CYP,"Cycling Women's Road Race, Individual",1

CYP,Swimming Men's 200 metres Individual Medley,2

CYP,Sailing Mixed Two Person Dinghy,2

CYP,Athletics Men's 400 metres,2

CYP,Swimming Men's 100 metres Breaststroke,2

CYP,Swimming Women's 100 metres Backstroke,1

CYP,Sailing Men's Two Person Dinghy,6

CYP,Athletics Women's Shot Put,1

CYP,Judo Men's Half-Heavyweight,1

CYP,Athletics Men's Marathon,2

CYP,"Athletics Men's 3,000 metres Steeplechase",2

CYP,Athletics Women's Pole Vault,2

CYP,Alpine Skiing Women's Super G,1

CYP,Swimming Men's 100 metres Backstroke,1

CYP,Gymnastics Men's Individual All-Around,1

CYP,Gymnastics Men's Floor Exercise,1

CYP,Gymnastics Men's Parallel Bars,1

CYP,Gymnastics Men's Horizontal Bar,1

CYP,Gymnastics Men's Rings,1

CYP,Gymnastics Men's Pommelled Horse,1

CYP,Swimming Men's 400 metres Freestyle,1

CYP,"Wrestling Men's Welterweight, Freestyle",1

CYP,Judo Men's Half-Lightweight,3

CYP,Athletics Women's High Jump,2

CYP,Athletics Women's 400 metres,2

CYP,Sailing Mixed Two Person Heavyweight Dinghy,2

CYP,Sailing Men's Windsurfer,6

CYP,"Athletics Men's 10,000 metres",1

CYP,Athletics Men's 110 metres Hurdles,2

CYP,Athletics Men's 4 x 100 metres Relay,8

CYP,Athletics Men's 100 metres,5

CYP,Judo Men's Half-Middleweight,2

CYP,Athletics Men's Triple Jump,2

CYP,Sailing Women's Windsurfer,2

CYP,Rhythmic Gymnastics Women's Individual,3

CYP,Sailing Men's One Person Dinghy,3

CYP,Shooting Mixed Skeet,4

CYP,Athletics Women's Long Jump,1

CYP,Swimming Women's 100 metres Freestyle,3

CYP,Shooting Mixed Trap,3

CYP,Athletics Men's Shot Put,2

CYP,Athletics Men's 200 metres,4

CYP,Swimming Men's 50 metres Freestyle,4

CYP,Weightlifting Men's Lightweight,1

CYP,Archery Women's Individual,1

CYP,Sailing Mixed One Person Dinghy,4

CYP,Tennis Men's Singles,2

CYP,Athletics Women's 100 metres,1

CYP,Judo Men's Middleweight,2

CYP,Athletics Men's Discus Throw,2

CYP,"Wrestling Men's Featherweight, Freestyle",1

CYP,Swimming Men's 100 metres Butterfly,1

CYP,Athletics Men's 400 metres Hurdles,1

CYP,Swimming Women's 200 metres Butterfly,1

CYP,Athletics Women's 400 metres Hurdles,1

CYP,Archery Men's Individual,1

CYP,Judo Men's Extra-Lightweight,2

CYP,"Cycling Women's Mountainbike, Cross-Country",1

CYP,Athletics Men's 800 metres,1

CYP,"Athletics Men's 1,500 metres",1

CYP,Athletics Men's Hammer Throw,1

CYP,Athletics Men's Pole Vault,2

CYP,Swimming Women's 200 metres Freestyle,3

CYP,Athletics Women's Hammer Throw,2

CYP,Athletics Women's Javelin Throw,1

CYP,Swimming Women's 400 metres Freestyle,1

GUI,Boxing Men's Flyweight,1

GUI,Athletics Men's Marathon,1

GUI,Judo Men's Extra-Lightweight,2

GUI,Judo Women's Middleweight,1

GUI,Swimming Men's 100 metres Breaststroke,1

GUI,Judo Women's Half-Middleweight,1

GUI,Football Men's Football,15

GUI,Swimming Women's 50 metres Freestyle,3

GUI,"Athletics Men's 1,500 metres",2

GUI,Taekwondo Women's Welterweight,1

GUI,Swimming Men's 50 metres Freestyle,3

GUI,Swimming Women's 100 metres Breaststroke,1

GUI,Boxing Men's Light-Middleweight,2

GUI,Athletics Men's 800 metres,2

GUI,Judo Men's Half-Middleweight,2

GUI,Athletics Men's 100 metres,6

GUI,Athletics Men's 400 metres,1

GUI,Athletics Men's Long Jump,1

GUI,Judo Men's Lightweight,1

GUI,Boxing Men's Light-Welterweight,1

GUI,Judo Men's Half-Lightweight,1

GUI,"Wrestling Men's Welterweight, Freestyle",1

GUI,"Wrestling Men's Flyweight, Freestyle",1

GUI,Boxing Men's Bantamweight,2

GUI,Judo Men's Half-Heavyweight,1

GUI,Boxing Men's Featherweight,1

GUI,Athletics Women's 100 metres Hurdles,1

GUI,Athletics Men's 200 metres,7

GUI,Judo Men's Heavyweight,1

GUI,Athletics Women's 100 metres,4

GUI,Judo Women's Half-Lightweight,1

GUI,Athletics Women's 200 metres,2

GUI,Athletics Men's 400 metres Hurdles,2

BIZ,Athletics Men's 400 metres Hurdles,3

BIZ,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",4

BIZ,Athletics Men's Marathon,3

BIZ,"Cycling Men's Road Race, Individual",10

BIZ,Cycling Men's 100 kilometres Team Time Trial,12

BIZ,Boxing Men's Bantamweight,1

BIZ,Athletics Women's Long Jump,1

BIZ,Athletics Men's 200 metres,5

BIZ,Athletics Women's 800 metres,1

BIZ,Athletics Women's Triple Jump,1

BIZ,Athletics Men's 100 metres,3

BIZ,Athletics Men's 4 x 100 metres Relay,4

BIZ,"Athletics Men's 5,000 metres",2

BIZ,"Athletics Men's 1,500 metres",1

BIZ,Athletics Men's Triple Jump,3

BIZ,Judo Men's Middleweight,1

BIZ,Athletics Men's 400 metres,4

BIZ,Taekwondo Men's Flyweight,1

BIZ,Athletics Women's 100 metres,2

BIZ,"Cycling Men's Individual Pursuit, 4,000 metres",1

BIZ,Athletics Men's Long Jump,2

BIZ,Weightlifting Men's Lightweight,1

BIZ,Athletics Men's 800 metres,1

BIZ,"Shooting Mixed Free Pistol, 50 metres",2

BIZ,Cycling Men's Sprint,2

BIZ,Judo Men's Half-Lightweight,1

BIZ,Athletics Women's 100 metres Hurdles,1

BIZ,"Cycling Women's Road Race, Individual",2

BIZ,Athletics Women's 200 metres,1

YMD,Athletics Men's 100 metres,1

YMD,Boxing Men's Featherweight,1

YMD,Athletics Men's 200 metres,1

YMD,"Athletics Men's 5,000 metres",1

YMD,Boxing Men's Flyweight,1

KOR,Cross Country Skiing Men's 10 kilometres,9

KOR,Cross Country Skiing Men's 30 kilometres,24

KOR,Cross Country Skiing Men's 10/15 kilometres Pursuit,9

KOR,Cross Country Skiing Men's 4 x 10 kilometres Relay,12

KOR,Judo Men's Half-Lightweight,9

KOR,Judo Men's Lightweight,13

KOR,Judo Men's Half-Middleweight,11

KOR,"Shooting Men's Air Rifle, 10 metres",18

KOR,Golf Men's Individual,2

KOR,"Cycling Men's Road Race, Individual",28

KOR,Cycling Men's 100 kilometres Team Time Trial,16

KOR,Basketball Men's Basketball,65

KOR,"Wrestling Men's Bantamweight, Greco-Roman",9

KOR,"Wrestling Men's Featherweight, Greco-Roman",12

KOR,Boxing Men's Light-Middleweight,7

KOR,"Equestrianism Mixed Jumping, Individual",17

KOR,"Equestrianism Mixed Jumping, Team",15

KOR,Volleyball Women's Volleyball,121

KOR,Rowing Women's Coxed Fours,10

KOR,Baseball Men's Baseball,68

KOR,Hockey Women's Hockey,128

KOR,Table Tennis Men's Doubles,20

KOR,"Shooting Men's Free Pistol, 50 metres",19

KOR,"Shooting Mixed Free Pistol, 50 metres",2

KOR,"Wrestling Men's Bantamweight, Freestyle",11

KOR,Shooting Men's Trap,5

KOR,Handball Women's Handball,128

KOR,Speed Skating Women's 500 metres,34

KOR,Handball Men's Handball,100

KOR,Rowing Men's Coxed Eights,18

KOR,"Short Track Speed Skating Women's 3,000 metres Relay",26

KOR,Swimming Women's 100 metres Butterfly,8

KOR,Swimming Women's 200 metres Butterfly,8

KOR,Basketball Women's Basketball,69

KOR,Athletics Women's Marathon,19

KOR,"Shooting Women's Air Pistol, 10 metres",16

KOR,"Shooting Women's Sporting Pistol, 25 metres",17

KOR,"Cycling Men's Team Pursuit, 4,000 metres",16

KOR,"Short Track Speed Skating Men's 1,000 metres",18

KOR,"Short Track Speed Skating Men's 1,500 metres",10

KOR,Short Track Speed Skating Men's 500 metres,16

KOR,"Short Track Speed Skating Men's 5,000 metres Relay",27

KOR,Athletics Men's Discus Throw,3

KOR,Boxing Men's Welterweight,11

KOR,Weightlifting Men's Super-Heavyweight,6

KOR,Gymnastics Women's Individual All-Around,20

KOR,Gymnastics Women's Team All-Around,6

KOR,Gymnastics Women's Floor Exercise,20

KOR,Gymnastics Women's Horse Vault,17

KOR,Gymnastics Women's Uneven Bars,20

KOR,Gymnastics Women's Balance Beam,20

KOR,"Speed Skating Men's 1,500 metres",38

KOR,"Speed Skating Men's 5,000 metres",24

KOR,Speed Skating Men's 500 metres,39

KOR,"Speed Skating Men's 1,000 metres",31

KOR,Boxing Men's Bantamweight,14

KOR,Football Men's Football,156

KOR,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",19

KOR,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",19

KOR,Badminton Women's Singles,14

KOR,"Speed Skating Women's 3,000 metres",21

KOR,"Speed Skating Women's 1,500 metres",26

KOR,Athletics Women's Shot Put,8

KOR,Boxing Men's Lightweight,14

KOR,Boxing Men's Heavyweight,3

KOR,Swimming Women's 200 metres Freestyle,8

KOR,"Wrestling Men's Welterweight, Freestyle",11

KOR,Athletics Men's Marathon,44

KOR,"Wrestling Men's Flyweight, Greco-Roman",7

KOR,Swimming Women's 200 metres Breaststroke,10

KOR,Judo Women's Half-Middleweight,7

KOR,Weightlifting Men's Flyweight,5

KOR,Volleyball Men's Volleyball,94

KOR,Swimming Men's 100 metres Butterfly,5

KOR,Swimming Men's 200 metres Butterfly,6

KOR,Swimming Men's 400 metres Freestyle,11

KOR,"Swimming Men's 1,500 metres Freestyle",8

KOR,Athletics Women's 100 metres Hurdles,2

KOR,"Wrestling Men's Lightweight, Freestyle",14

KOR,"Short Track Speed Skating Women's 1,500 metres",11

KOR,Shooting Mixed Trap,8

KOR,Swimming Women's 100 metres Breaststroke,7

KOR,Swimming Women's 4 x 100 metres Medley Relay,12

KOR,"Canoeing Men's Kayak Doubles, 500 metres",4

KOR,Athletics Men's 20 kilometres Walk,14

KOR,Alpine Skiing Men's Giant Slalom,27

KOR,Alpine Skiing Men's Slalom,27

KOR,Figure Skating Women's Singles,15

KOR,"Athletics Men's 3,000 metres Steeplechase",2

KOR,Hockey Men's Hockey,97

KOR,Gymnastics Men's Individual All-Around,50

KOR,Gymnastics Men's Team All-Around,53

KOR,Gymnastics Men's Floor Exercise,51

KOR,Gymnastics Men's Horse Vault,44

KOR,Gymnastics Men's Parallel Bars,53

KOR,Gymnastics Men's Horizontal Bar,53

KOR,Gymnastics Men's Rings,52

KOR,Gymnastics Men's Pommelled Horse,53

KOR,Archery Women's Individual,27

KOR,Archery Women's Team,24

KOR,Badminton Women's Doubles,30

KOR,"Speed Skating Women's 1,000 metres",36

KOR,"Canoeing Men's Kayak Singles, 500 metres",3

KOR,"Canoeing Men's Kayak Doubles, 1,000 metres",4

KOR,"Wrestling Men's Middleweight, Freestyle",6

KOR,Judo Men's Half-Heavyweight,11

KOR,"Canoeing Men's Kayak Singles, 200 metres",1

KOR,"Canoeing Men's Kayak Doubles, 200 metres",2

KOR,Figure Skating Men's Singles,7

KOR,Cross Country Skiing Men's 15 kilometres,20

KOR,"Fencing Women's Foil, Individual",19

KOR,Weightlifting Men's Middleweight,16

KOR,"Fencing Men's Foil, Individual",19

KOR,"Fencing Men's Foil, Team",21

KOR,"Canoeing Men's Canadian Doubles, 500 metres",6

KOR,"Canoeing Men's Canadian Doubles, 1,000 metres",4

KOR,Boxing Men's Featherweight,13

KOR,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",3

KOR,"Shooting Women's Air Rifle, 10 metres",18

KOR,"Wrestling Men's Middleweight, Greco-Roman",9

KOR,Weightlifting Men's Heavyweight I,4

KOR,Short Track Speed Skating Women's 500 metres,18

KOR,"Short Track Speed Skating Women's 1,000 metres",15

KOR,"Fencing Women's epee, Team",15

KOR,"Cycling Women's Road Race, Individual",12

KOR,Boxing Men's Light-Heavyweight,5

KOR,Judo Men's Extra-Lightweight,9

KOR,Modern Pentathlon Men's Individual,19

KOR,Swimming Men's 200 metres Breaststroke,6

KOR,Weightlifting Men's Featherweight,16

KOR,"Ski Jumping Men's Normal Hill, Individual",19

KOR,"Ski Jumping Men's Large Hill, Individual",19

KOR,"Ski Jumping Men's Large Hill, Team",16

KOR,Diving Women's Platform,7

KOR,Swimming Women's 200 metres Individual Medley,7

KOR,Cross Country Skiing Men's 30 km Skiathlon,4

KOR,Cross Country Skiing Men's Team Sprint,2

KOR,"Fencing Women's epee, Individual",14

KOR,Freestyle Skiing Men's Moguls,1

KOR,"Wrestling Men's Featherweight, Freestyle",13

KOR,Synchronized Swimming Women's Solo,3

KOR,Weightlifting Men's Heavyweight,4

KOR,"Equestrianism Mixed Dressage, Individual",4

KOR,"Equestrianism Mixed Three-Day Event, Individual",9

KOR,"Equestrianism Mixed Three-Day Event, Team",8

KOR,"Wrestling Men's Lightweight, Greco-Roman",11

KOR,Athletics Women's 800 metres,3

KOR,Athletics Women's 4 x 400 metres Relay,4

KOR,Judo Men's Middleweight,12

KOR,"Canoeing Women's Kayak Doubles, 500 metres",2

KOR,"Canoeing Women's Kayak Fours, 500 metres",4

KOR,Water Polo Men's Water Polo,13

KOR,Swimming Women's 200 metres Backstroke,8

KOR,Judo Women's Heavyweight,7

KOR,Archery Men's Individual,27

KOR,"Speed Skating Men's 10,000 metres",9

KOR,Athletics Men's Triple Jump,10

KOR,Tennis Women's Singles,6

KOR,"Shooting Men's Air Pistol, 10 metres",14

KOR,Alpine Skiing Men's Downhill,6

KOR,Alpine Skiing Men's Super G,6

KOR,Alpine Skiing Men's Combined,2

KOR,Swimming Women's 100 metres Backstroke,8

KOR,Athletics Women's Pole Vault,1

KOR,Athletics Men's Javelin Throw,8

KOR,"Shooting Men's Free Rifle, Three Positions, 300 metres",3

KOR,Golf Women's Individual,4

KOR,Table Tennis Women's Singles,22

KOR,Table Tennis Women's Team,10

KOR,Cycling Men's Points Race,4

KOR,Cycling Men's Keirin,5

KOR,"Wrestling Women's Lightweight, Freestyle",2

KOR,"Wrestling Men's Light-Heavyweight, Greco-Roman",6

KOR,Curling Women's Curling,5

KOR,Athletics Men's 200 metres,4

KOR,Cycling Men's Sprint,8

KOR,"Cycling Men's 1,000 metres Time Trial",3

KOR,"Cycling Men's Mountainbike, Cross-Country",1

KOR,"Canoeing Men's Kayak Fours, 1,000 metres",8

KOR,Luge Men's Singles,9

KOR,Skeleton Men's Skeleton,5

KOR,Bobsleigh Men's Four,12

KOR,Modern Pentathlon Men's Team,9

KOR,Badminton Men's Doubles,30

KOR,Table Tennis Men's Singles,22

KOR,"Shooting Men's Rapid-Fire Pistol, 25 metres",11

KOR,Shooting Women's Trap,3

KOR,Rowing Men's Coxed Fours,5

KOR,Weightlifting Women's Light-Heavyweight,2

KOR,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",14

KOR,Judo Women's Lightweight,5

KOR,Alpine Skiing Women's Slalom,4

KOR,Athletics Men's Hammer Throw,4

KOR,Badminton Mixed Doubles,22

KOR,Judo Men's Heavyweight,9

KOR,Swimming Men's 100 metres Freestyle,8

KOR,Swimming Men's 200 metres Freestyle,8

KOR,Swimming Men's 4 x 200 metres Freestyle Relay,8

KOR,Swimming Men's 4 x 100 metres Medley Relay,8

KOR,Rowing Women's Coxless Pairs,4

KOR,"Fencing Men's Sabre, Individual",14

KOR,"Fencing Men's Sabre, Team",12

KOR,"Fencing Men's epee, Team",32

KOR,"Wrestling Men's Light-Flyweight, Greco-Roman",5

KOR,Diving Men's Platform,11

KOR,Diving Men's Springboard,7

KOR,"Cycling Men's Road Race, Team",3

KOR,"Cycling Men's Individual Pursuit, 4,000 metres",2

KOR,Swimming Men's 4 x 100 metres Freestyle Relay,4

KOR,Swimming Women's 800 metres Freestyle,3

KOR,Swimming Women's 400 metres Freestyle,6

KOR,Speed Skating Men's Team Pursuit (8 laps),6

KOR,Sailing Men's One Person Dinghy,3

KOR,Boxing Men's Middleweight,7

KOR,Synchronized Swimming Women's Duet,8

KOR,"Wrestling Men's Super-Heavyweight, Freestyle",3

KOR,Rowing Men's Single Sculls,5

KOR,Boxing Men's Flyweight,14

KOR,Swimming Men's 200 metres Individual Medley,6

KOR,Rowing Women's Double Sculls,4

KOR,Boxing Men's Light-Welterweight,11

KOR,Sailing Women's Two Person Dinghy,2

KOR,Athletics Women's Long Jump,3

KOR,Athletics Men's Shot Put,2

KOR,Athletics Women's 400 metres,2

KOR,Athletics Women's 4 x 100 metres Relay,8

KOR,"Fencing Men's epee, Individual",27

KOR,Biathlon Men's 10 kilometres Sprint,14

KOR,Biathlon Men's 20 kilometres,13

KOR,Biathlon Men's 4 x 7.5 kilometres Relay,8

KOR,Archery Men's Team,24

KOR,"Wrestling Men's Heavyweight, Greco-Roman",4

KOR,Swimming Women's 50 metres Freestyle,6

KOR,Swimming Women's 100 metres Freestyle,8

KOR,Swimming Women's 4 x 100 metres Freestyle Relay,12

KOR,Triathlon Men's Olympic Distance,1

KOR,Boxing Men's Light-Flyweight,9

KOR,Table Tennis Women's Doubles,18

KOR,Rowing Men's Coxless Fours,4

KOR,Cross Country Skiing Men's 50 kilometres,8

KOR,Rhythmic Gymnastics Women's Individual,7

KOR,"Shooting Men's Running Target, 50 metres",1

KOR,Taekwondo Women's Welterweight,5

KOR,Weightlifting Men's Bantamweight,13

KOR,Weightlifting Men's Middle-Heavyweight,10

KOR,Athletics Men's 400 metres Hurdles,2

KOR,Athletics Men's 4 x 400 metres Relay,4

KOR,"Fencing Women's Sabre, Individual",8

KOR,Badminton Men's Singles,16

KOR,Judo Women's Middleweight,7

KOR,Judo Women's Half-Lightweight,6

KOR,"Fencing Women's Foil, Team",14

KOR,Cycling Men's Team Sprint,3

KOR,"Athletics Women's 3,000 metres",1

